arrived_at,num_prefill_tokens,num_decode_tokens,prefill_inflated,decode_inflated
57.41146019050686,1579,334,0,0
57.44093086434759,677,4310,0,1
57.44676590214401,25,255,0,0
57.65684866880608,343,41,0,0
57.66970516242245,629,63,0,0
57.69496829893103,1152,252,0,0
57.73002292493126,597,607,0,0
57.74283288043415,5300,206,1,0
57.80906659824983,7962,230,1,0
57.89148607345027,733,1980,0,1
57.955580008223016,609,200,0,0
57.9599269672282,810,766,0,0
57.96283887489304,1292,76,0,0
57.96809965674135,1310,374,0,0
57.98590062595102,1401,226,0,0
57.98631229055923,1091,294,0,0
57.98951311193112,341,179,0,0
57.99124082802409,28,233,0,0
57.99571574381331,57,161,0,0
57.998426757233005,1618,386,0,0
58.08647075233509,1035,334,0,0
58.12863556596665,410,144,0,0
58.24584920166918,1297,5360,0,1
58.248224175226994,1235,12,0,0
58.25183410821342,7912,280,1,0
58.26130452020611,9,368,0,0
58.73908515287052,974,36,0,0
59.239420239037244,769,767,0,0
59.244449181709605,1254,442,0,0
59.3059815012431,1461,136,0,0
60.59780725177547,240,394,0,0
60.60004336200945,1302,115,0,0
60.612067648179256,552,129,0,0
60.85018393750219,1069,58,0,0
60.92552692314447,628,167,0,0
60.9279412747985,47,306,0,0
61.300664057174664,7972,220,1,1
61.42813967210051,4280,447,1,0
61.49944651861366,647,100,0,0
61.50093064230892,1288,108,0,0
61.51374858442295,884,495,0,0
61.76417219988784,599,122,0,0
61.81200569679758,1617,769,0,0
61.900658873307435,341,246,0,0
61.91114650823383,844,407,0,0
62.28118033747537,342,63,0,0
62.29224298569953,706,310,0,0
62.40614266349309,801,769,0,0
62.440453536054214,2640,156,1,0
62.4430552602582,496,363,0,0
62.79416458145562,262,185,0,0
62.79560380420133,1351,418,0,0
62.79971052623785,1392,358,0,0
62.8235325818805,183,92,0,0
62.82460756935042,568,150,0,0
62.8250889107969,387,409,0,0
62.83918576369352,621,66,0,0
62.84675944340681,108,36,0,0
62.85700970975355,1302,160,0,1
62.90550604641601,762,26,0,0
64.54095656175976,390,329,0,0
64.5486326195819,382,684,0,0
66.92213829588492,1595,160,0,0
66.95071596836834,996,203,0,0
66.96520889979999,552,168,0,0
66.96528722012977,537,91,0,0
66.96609990167065,1596,57,0,0
66.99535136554132,1656,128,0,0
67.04789797973014,1000,435,0,0
67.05113208374266,1010,441,0,0
67.08240102996243,229,29,0,0
67.18506896821785,775,94,0,0
67.19053029515712,1867,19,0,0
67.19118645527523,3035,357,0,0
67.19354158367463,10,605,0,0
67.20268950439626,7896,296,1,0
67.23228597348636,8176,16,1,0
67.31131615077166,1830,327,0,0
67.3139253310249,1764,2410,0,1
67.33181120900649,261,217,0,0
67.34172791634934,1471,63,0,0
67.35959969553586,238,6710,0,1
67.5108003651964,1319,384,0,0
67.73460464158507,521,216,0,0
67.74103409071215,283,56,0,0
67.74598081718915,361,99,0,0
67.75017216196169,292,385,0,0
67.75599613422357,643,767,0,0
67.76330228925498,49,356,0,0
67.77523192508387,12,22,0,0
67.78134159994653,110,497,0,0
67.78330198042237,253,324,0,0
67.784918263473,522,7670,0,1
67.80376501633002,1323,343,0,0
70.03376585964686,1704,41,0,0
70.08523145278296,1504,331,0,0
70.14708137928302,418,116,0,0
70.18111715072772,19,425,0,0
70.19335486438645,1249,181,0,0
71.12155905544952,11,323,0,0
71.13057657640039,316,294,0,0
71.13297948225808,323,268,0,0
71.13440528003733,495,98,0,0
71.15890814336264,333,583,0,0
71.161203878684,322,662,0,0
71.16414574747269,605,19,0,0
71.16710885740817,71,530,0,0
71.16832209080793,508,434,0,0
71.19194341586012,143,37,0,0
71.19252949655862,3420,395,1,0
72.81983340443898,1128,262,0,0
72.81990055583243,1672,38,0,0
72.82094011984832,1311,267,0,0
72.84020648941033,460,179,0,0
72.87955340803533,668,361,0,0
72.88816430095345,236,99,0,0
72.91859209665283,1542,2270,0,1
72.94316443035363,1930,386,0,0
72.9656033493195,1343,498,0,0
73.02215263196773,956,335,0,0
73.05084665998274,667,601,0,0
73.06536581687787,1316,310,0,0
73.07879332183398,178,476,0,0
73.18365575363481,250,222,0,0
73.19606389703115,1043,88,0,0
73.25243545312995,922,58,0,0
73.67955527162871,558,345,0,0
73.71883253971716,1453,72,0,0
73.92295102859757,557,114,0,0
73.9306571423708,486,233,0,0
73.96224818530487,528,2600,0,1
74.01315266956395,126,35,0,0
74.04229495627715,486,395,0,0
74.09028956100966,1610,258,0,0
74.39646309724529,1579,452,0,0
74.40622342664088,1074,660,0,0
74.411015933066,219,523,0,0
74.44622411273977,964,181,0,0
74.44721154795252,1182,184,0,0
74.46488573146672,74,185,0,0
74.6615147141585,1615,61,0,0
74.67917823055049,683,292,0,0
74.73308676919312,1321,2880,0,1
74.77199837860222,1618,371,0,0
74.97197781023124,510,366,0,0
75.02164793110701,615,252,0,0
75.0487355557173,717,2490,0,1
75.04875863129047,4,10,0,0
75.05506657351124,1832,111,0,0
75.1290628164895,17,253,0,0
75.14239995913158,7903,289,1,0
75.14634838970781,28,238,0,0
75.25358909544852,173,152,0,0
75.2565687926762,999,413,0,0
75.26530869702262,13,542,0,0
75.33274051736262,846,159,0,0
75.33882943271288,7735,457,1,0
75.3627694090304,1050,473,0,0
75.37903608279817,415,110,0,0
75.38055586072679,1422,96,0,0
75.38635125883964,340,288,0,0
75.39429508465564,1127,2620,0,1
75.39878303737474,745,344,0,0
75.54382941210291,8114,78,1,0
75.55929658370235,390,38,0,0
75.56377844053435,1078,709,0,0
75.56477276236592,477,513,0,0
75.5731354255628,1086,414,0,0
75.79146542685781,169,146,0,0
75.80005874925529,160,89,0,0
75.87149398660011,995,280,0,0
75.91039877298326,250,587,0,0
75.91597324767956,723,566,0,0
75.91831656924121,449,294,0,0
75.96449096622165,640,55,0,0
75.96503317752304,1030,389,0,0
76.01427663843123,1054,642,0,0
76.01574409521227,278,335,0,0
76.10339317207841,1651,159,0,0
76.11064918201663,568,5,0,0
76.12402330678152,228,278,0,0
76.25495615142631,836,771,0,0
76.25712806405487,560,249,0,0
76.27495797306133,1541,660,0,0
76.28352657819431,1189,363,0,0
76.32839178017457,429,49,0,0
76.39680726245297,822,253,0,0
76.42573443792786,375,264,0,0
76.45042690659109,712,255,0,0
76.45771469051581,1191,325,0,0
76.51266452811053,7603,589,1,0
76.52292435456366,7455,737,1,0
76.54424460858839,177,262,0,0
76.56810856397911,373,315,0,0
76.56920041529452,1433,334,0,0
76.57093023586108,107,34,0,0
76.59667835216952,427,363,0,0
76.61269422913817,202,183,0,0
76.81610834816344,845,42,0,0
76.81623838665543,563,135,0,0
76.84166416730076,865,327,0,0
76.98899488220464,597,369,0,0
77.00914935925961,1618,284,0,0
77.08906338688348,238,359,0,0
77.10663323072828,27,5770,0,1
77.12173377183126,1162,306,0,0
77.22413833451861,993,302,0,0
77.22542178905549,1366,169,0,0
77.22561613986488,1190,342,0,0
77.26947415114766,1665,320,0,0
77.29113333632249,28,153,0,0
77.312426584265,749,352,0,0
77.34248955048724,640,303,0,0
77.40161751821114,1148,167,0,0
77.40836731833211,1170,294,0,0
77.45190709425646,710,326,0,0
77.48375263703024,307,80,0,0
77.48549094963671,16,615,0,0
77.49814809715491,1377,99,0,0
77.52755405096526,276,719,0,0
77.53111210242844,855,37,0,0
77.66753231909998,286,377,0,0
77.67697988481143,27,111,0,0
77.76216779451333,1508,88,0,0
78.07391099288061,1077,257,0,0
78.07482555245412,190,79,0,0
78.07606497377773,1409,251,0,0
78.13202180179333,40,767,0,0
78.14396565588348,205,366,0,0
78.192661582332,12,109,0,0
78.73838085514076,450,439,0,0
78.74506694647532,1554,767,0,0
78.84279533756276,1456,134,0,0
78.85335487464374,48,246,0,0
78.85825026049405,1002,252,0,0
78.90356802100851,1693,4,0,0
78.93316708371287,181,239,0,0
79.08479447222919,456,101,0,0
79.11790659578553,376,349,0,0
79.21927287872627,1557,195,0,0
79.26986311021946,379,220,0,0
79.2704634442804,70,309,0,0
79.27917128798161,643,535,0,0
79.28861045137512,375,55,0,0
79.39474723648935,479,249,0,0
79.39697316589708,662,33,0,0
79.4231934318036,110,153,0,0
79.43112013087487,1192,3510,0,1
79.431602778982,111,39,0,0
79.44495421008335,1586,88,0,0
79.50937424722281,428,453,0,0
79.51809315137578,802,236,0,0
79.63299646905864,11,70,0,0
79.67212102605548,1513,190,0,0
79.70590610056139,136,200,0,1
79.7124609881665,24,321,0,0
79.72557303591914,1145,246,0,0
79.77157417599885,1646,228,0,0
79.79057158558889,1281,196,0,0
79.7921339581883,1815,435,0,0
79.80496508905269,806,424,0,0
79.84512049942707,8153,39,1,0
80.01579577379135,5,649,0,0
80.11283191512018,82,664,0,0
80.11540188762874,353,282,0,0
80.18821925734657,1875,111,0,0
80.18895662412568,61,177,0,0
80.19393370129633,1904,42,0,0
80.1975176802506,512,2360,0,1
80.57509864696378,1276,728,0,0
80.64632996487565,939,144,0,0
80.67918476816246,1161,484,0,0
80.68445785954772,8160,32,1,0
80.89985457129937,668,366,0,0
80.91099346295249,1011,160,0,0
80.95773632379915,616,607,0,0
81.12290285036369,746,4130,0,1
81.13295176241544,1159,270,0,0
81.1867636177851,1207,398,0,0
81.18711627014206,1341,70,0,0
81.24537335445567,872,609,0,0
81.24599583239349,765,549,0,0
81.28783785619865,1947,412,0,0
81.3207409772548,7,473,0,0
81.36868948949878,16,56,0,0
83.24465517350832,1668,263,0,0
83.24478393037403,1125,29,0,0
83.29107388230987,381,423,0,0
83.29949562399189,788,19,0,0
83.383564183794,1332,709,0,0
83.41840186256167,348,88,0,0
83.4414150661529,545,476,0,0
83.4482595841177,299,68,0,0
83.45278300806706,36,28,0,0
83.49074975530215,1542,769,0,0
83.4916702832465,789,181,0,0
83.65177678834635,309,89,0,0
83.65773500695587,859,491,0,0
83.70488661374597,15,342,0,0
83.70665577834812,1808,710,0,0
83.75388582860629,13,180,0,0
83.76577075340766,962,189,0,0
83.85427290503739,736,447,0,0
84.07335462750628,814,437,0,0
84.07978214466074,1186,109,0,0
84.10320979482366,303,767,0,0
84.1340727847455,11,325,0,0
84.48265683797278,1298,495,0,0
84.48408424870289,1578,228,0,0
84.54671734637706,21,20,0,0
84.56507011545881,150,272,0,0
84.56680328502574,1837,82,0,0
84.5766907401372,460,277,1,0
84.58173064843011,1398,329,0,0
84.75649312074822,1143,293,0,0
84.75941689473846,1330,564,0,0
84.90705205721757,781,488,0,0
84.91475446680893,479,172,0,0
84.98985767303542,1086,189,0,0
84.99049458278185,2080,166,1,0
84.99472346185084,1617,154,0,0
85.02148691923585,488,157,0,0
85.0246033765726,25,435,0,0
85.02546933563119,1197,338,0,0
85.04569098855502,119,163,0,0
85.13849068860385,1495,477,0,0
85.15833579603853,223,470,0,0
85.17107154297312,387,184,0,0
85.21480563367119,1493,476,0,0
85.22311198278463,592,414,0,0
85.34614925227616,2670,55,0,0
85.5226384928767,102,36,0,0
85.52416540278963,973,588,0,0
85.68178049094163,499,265,0,0
85.75800700546287,1374,14,0,0
85.79280576595683,1259,179,0,0
85.87052637916089,15,525,0,0
86.21192005885295,1327,769,0,0
87.1332787602738,1586,70,0,0
87.63816836908957,625,654,0,0
87.65038584013601,1639,156,0,0
87.93934548016925,1120,627,1,0
87.94005439814664,986,13,0,0
88.0609644965392,866,321,0,0
88.1433740712532,153,122,0,0
88.28649977171276,795,768,0,0
88.28987515637337,1640,82,0,0
88.65118168208126,869,190,0,0
88.9122113461732,1675,767,0,0
88.9430995542157,1593,326,0,0
88.94429218719216,11,241,0,0
88.98351379674891,33,184,0,0
88.98725026260813,375,45,0,0
88.98814191443944,1462,230,0,0
88.99297518428284,2002,393,0,0
91.17860524173034,27,296,0,0
91.17965568365317,1710,340,0,0
91.18963235052017,60,305,0,0
91.21814475009846,1372,420,0,0
91.34526194204766,595,212,0,0
91.34786587425444,1699,564,0,0
91.35053654172539,717,482,0,0
91.46116818247393,604,443,0,0
91.49320253188291,80,767,1,0
91.71043285194051,1642,231,0,0
91.71224336041608,1104,110,0,0
91.7269512530762,370,4,0,0
91.84273940211378,1392,2050,0,1
91.86588519029708,7220,223,1,0
91.86779551274745,646,442,0,0
91.89074705255828,686,2290,0,1
91.89115648532498,1456,216,0,0
91.89501305365819,1301,269,0,0
91.97816845130762,244,190,0,0
92.08343336714437,1326,2330,0,1
92.12304543817307,339,160,0,0
92.19318803754506,487,415,0,0
92.19405873424908,1767,377,0,0
92.1988416338901,746,20,0,0
92.33984961059762,1214,235,0,0
94.03649700706403,10,268,0,0
94.07972758792769,16,106,0,0
94.08253372898078,1275,300,0,0
94.0851163297563,347,173,0,0
94.2788913141955,321,159,0,0
94.4329188381564,347,103,0,0
94.43449324576036,966,46,0,0
94.45767786512077,1194,770,0,0
94.7366553931407,7,111,0,0
95.02821898610836,488,47,0,0
95.034453735819,1341,219,0,0
95.04684851972532,402,161,0,0
95.09157283492432,1091,506,0,0
95.09355861338089,1692,73,0,0
95.09424425049976,575,183,0,0
95.09876335300453,1185,336,0,0
95.2956272232188,13,368,0,0
95.44990568894286,1613,770,0,0
95.49529458720394,1433,79,0,0
95.49698061989749,7906,286,1,0
95.4973254887302,260,130,0,0
95.49947556151328,1254,13,0,0
95.51762367620061,1697,221,0,0
95.64760055968942,1551,166,0,0
95.65042122814981,1052,451,0,0
95.6692594834984,452,531,0,0
95.66970866463625,1013,496,0,0
95.6699445357752,547,234,0,0
95.6854876437995,592,215,0,0
95.68693551467487,928,769,0,0
95.68887025567862,333,268,0,0
95.68903314726226,34,490,0,0
95.76463785738397,248,72,0,0
95.76504637991643,229,15,0,0
95.78029165835632,489,214,0,0
95.78101058073206,1822,245,0,0
95.78757937725013,1603,133,0,0
95.99067243699551,48,541,0,0
96.01322410112006,1520,60,0,0
